case_name,year,link,classification,sme_or_ml_classified
"Rockall v Department for Environment, Food and Rural Affairs (Rev 1) [2008] EWHC 2408 (Admin) (03 July 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2408.html,0,ml
"Wheelform Properties Ltd, R (on the application of) v Secretary of State for Communities & Local Government [2008] EWHC 2124 (Admin) (30 June 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2124.html,0,ml
Williams v The Royal College of Veterinary Surgeons [2008] UKPC 39 (28 July 2008),2008,https://www.bailii.org/uk/cases/UKPC/2008/39.html,0,ml
"Downs v Secretary of State for Environment, Food and Rural Affairs [2008] EWHC 2666 (Admin) (14 November 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2666.html,0,ml
Langley v Preston Crown Court & Ors [2008] EWHC 2623 (Admin) (30 October 2008),2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2623.html,0,ml
"Royal Society for the Prevention of Cruelty To Animals (RSPCA), R (on the application of) v The Secretary of State for Environment, Food and Rural Affairs [2008] EWHC 2321 (Admin) (07 October 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2321.html,1,ml
"Colver, R (on the application of) v Secretary of State for Communities and Local Government & Anor [2008] EWHC 2500 (Admin) (09 October 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2500.html,0,ml
West Midlands International Airport Ltd v Secretary of State for Communities and Local Government & Ors [2008] EWHC 2309 (Admin) (06 October 2008),2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2309.html,0,ml
"Ashton, R (on the application of) v Police Medical Appeal Board & Anor [2008] EWHC 1833 (Admin) (30 September 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/1833.html,0,ml
"Krishnapillai, R (on the application of) v Secretary of State for the Home Department [2008] EWHC 2737 (Admin) (10 September 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2737.html,0,ml
Beckett v Secretary of State for the Home Department [2008] EWHC 2002 (Admin) (15 August 2008),2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2002.html,0,ml
AE v Secretary of State for the Home Department [2008] EWHC 1743 (Admin) (21 July 2008),2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/1743.html,0,ml
"Boggis & Anor, R (on the application of) v Natural England & Anor [2008] EWHC 2954 (Admin) (05 December 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2954.html,1,ml
"Quintavalle & Anor, R (on the application of) v Human Fertilisation & Embryology Authority (HFEA) [2008] EWHC 3395 (Admin) (09 December 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/3395.html,0,ml
"Blackpool Council, R (on the application of) v Howitt [2008] EWHC 3300 (Admin) (02 December 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/3300.html,0,ml
"Sivapalan & Anor, R (on the application of) v Secretary of State for the Home Department [2008] EWHC 2955 (Admin) (01 December 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2955.html,0,ml
Tekle v Secretary of State for the Home Department [2008] EWHC 3064 (Admin) (11 December 2008),2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/3064.html,0,ml
"Guiney, R (on the application of) v London Borough Of Greenwich & Ors [2008] EWHC 2012 (Admin) (31 July 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2012.html,0,ml
Hopper v Hopper & Ors [2008] EWHC 228 (Ch) (19 February 2008),2008,https://www.bailii.org/ew/cases/EWHC/Ch/2008/228.html,0,ml
Dr Reddy's Laboratories (UK) Ltd v Eli Lilly & Company Ltd [2008] EWHC 2345 (Pat) (13 October 2008),2008,https://www.bailii.org/ew/cases/EWHC/Patents/2008/2345.html,0,expert
Generics (UK) Ltd v Daiichi Pharmaceutical Co Ltd & Anor [2008] EWHC 2413 (Pat) (15 October 2008),2008,https://www.bailii.org/ew/cases/EWHC/Patents/2008/2413.html,0,expert
Eli Lilly & Company v Human Genome Sciences Inc [2008] EWHC 1903 (Pat) (31 July 2008),2008,https://www.bailii.org/ew/cases/EWHC/Patents/2008/1903.html,0,expert
"RJM, R (On The Application of) v Secretary of State For Work and Pensions [2008] UKHL 63 (22 October 2008)",2008,https://www.bailii.org/uk/cases/UKHL/2008/63.html,0,expert
"B (Children), Re [2008] UKHL 35 (11 June 2008)",2008,https://www.bailii.org/uk/cases/UKHL/2008/35.html,0,expert
"Animal Defenders International, R (On The Application of) v Secretary of State For Culture, Media and Sport [2008] UKHL 15 (12 March 2008)",2008,https://www.bailii.org/uk/cases/UKHL/2008/15.html,0,expert
Smith & Anor v Muller & Ors [2008] EWCA Civ 1425 (17 December 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/1425.html,0,ml
"Lewis, R (on the application of) v Persimmon Homes Plc [2008] EWHC 1813 (Admin) (18 July 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/1813.html,0,ml
"Thames Water Utilities Ltd, R (on the application of) v Bromley Magistrates Court [2008] EWHC 1763 (Admin) (28 July 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/1763.html,0,ml
"Secretary of State for the Home Department v Campaign To End All Animal Experiments (t/a the British Union for the Abolition of Vivisection), R (on the application of) [2008] EWCA Civ 417 (23 April 2008)",2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/417.html,1,ml
SB v County Council [2008] EWCA Civ 535 (20 May 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/535.html,0,ml
Bedford Borough Council v Secretary of State for Communities & Local Government & Anor [2008] EWHC 2304 (Admin) (20 August 2008),2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/2304.html,0,expert
Yarl's Wood Immigration Ltd & Ors v Bedfordshire Police Authority [2008] EWHC 2207 (Comm) (30 September 2008),2008,https://www.bailii.org/ew/cases/EWHC/Comm/2008/2207.html,0,expert
Sagal (t/a Bunz UK) v Atelier Bunz GmbH [2008] EWHC 789 (Comm) (17 April 2008),2008,https://www.bailii.org/ew/cases/EWHC/Comm/2008/789.html,0,expert
"R, R. v [2008] EWCA Crim 619 (16 January 2008)",2008,https://www.bailii.org/ew/cases/EWCA/Crim/2008/619.html,0,ml
"John Pointon & Sons, R v [2008] EWCA Crim 513 (21 February 2008)",2008,https://www.bailii.org/ew/cases/EWCA/Crim/2008/513.html,0,ml
"Taylor, R v [2008] EWCA Crim 838 (04 April 2008)",2008,https://www.bailii.org/ew/cases/EWCA/Crim/2008/838.html,0,ml
Durham v BAI (Run Off) Ltd [2008] EWHC 2692 (QB) (21 November 2008),2008,https://www.bailii.org/ew/cases/EWHC/QB/2008/2692.html,0,ml
Brightlingsea Haven Ltd & Anor v Morris & Ors [2008] EWHC 1928 (QB) (30 October 2008),2008,https://www.bailii.org/ew/cases/EWHC/QB/2008/1928.html,0,ml
Manning (Executor of the Estate of Jane Louise Manning Deceased) v King's College Hospital NHS Trust [2008] EWHC 1838 (QB) (29 September 2008),2008,https://www.bailii.org/ew/cases/EWHC/QB/2008/1838.html,0,ml
Scottish Coal Company Ltd & Ors v Royal and Sun Alliance Insurance Plc & Ors [2008] EWHC 880 (Comm) (28 April 2008),2008,https://www.bailii.org/ew/cases/EWHC/Comm/2008/880.html,0,expert
Norbrook Laboratories (GB) Ltd v Adair & Anor [2008] EWHC 978 (QB) (06 May 2008),2008,https://www.bailii.org/ew/cases/EWHC/QB/2008/978.html,0,ml
Secretary of State for the Home Office v British Union for the Abolition of Vivisection & Anor [2008] EWHC 892 (QB) (25 April 2008),2008,https://www.bailii.org/ew/cases/EWHC/QB/2008/892.html,0,ml
London Borough of Lewisham v Malcolm [2008] UKHL 43 (25 June 2008),2008,https://www.bailii.org/uk/cases/UKHL/2008/43.html,0,ml
Herefordshire Waste Watchers Lt. v Herefordshire Council & Anor [2008] EWCA Civ 587 (02 April 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/587.html,0,ml
"Bonellie & Ors, R v [2008] EWCA Crim 1417 (17 June 2008)",2008,https://www.bailii.org/ew/cases/EWCA/Crim/2008/1417.html,0,ml
"Popat, R v [2008] EWCA Crim 1921 (28 July 2008)",2008,https://www.bailii.org/ew/cases/EWCA/Crim/2008/1921.html,0,ml
"Kelleher, R v [2008] EWCA Crim 3055 (06 November 2008)",2008,https://www.bailii.org/ew/cases/EWCA/Crim/2008/3055.html,0,ml
Sanderson v Hull [2008] EWCA Civ 1211 (05 November 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/1211.html,0,ml
"Corner House Research & Ors, R (On The Application of) v The Serious Fraud Office [2008] UKHL 60 (30 July 2008)",2008,https://www.bailii.org/uk/cases/UKHL/2008/60.html,0,ml
Conor Medsystems Inc v Angiotech Pharmaceuticals Inc & Ors [2008] UKHL 49 (9 July 2008),2008,https://www.bailii.org/uk/cases/UKHL/2008/49.html,0,ml
"Flack, R. v [2008] EWCA Crim 204 (25 January 2008)",2008,https://www.bailii.org/ew/cases/EWCA/Crim/2008/204.html,1,expert
"Ruttle Plant Hire Ltd v Secretary of State for Environment, Food and Rural Affairs (No. 3) [2008] EWHC 730 (TCC) (20 March 2008)",2008,https://www.bailii.org/ew/cases/EWHC/TCC/2008/730.html,0,ml
Beoku-Betts v Secretary of State for the Home Department [2008] UKHL 39 (25 June 2008),2008,https://www.bailii.org/uk/cases/UKHL/2008/39.html,0,ml
"CD, Re (Northern Ireland) [2008] UKHL 33 (11 June 2008)",2008,https://www.bailii.org/uk/cases/UKHL/2008/33.html,0,ml
Piper & Anor v Wakeford & Anor [2008] EWCA Civ 1378 (17 December 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/1378.html,0,ml
University of Oxford and Ors v Broughton and Ors [2008] EWHC 75 (QB) (25 January 2008),2008,https://www.bailii.org/ew/cases/EWHC/QB/2008/75.html,0,ml
Blass v Randall [2008] EWHC 1007 (QB) (14 May 2008),2008,https://www.bailii.org/ew/cases/EWHC/QB/2008/1007.html,0,ml
"Jeffrey, R. v [2008] EWCA Crim 2361 (21 November 2008)",2008,https://www.bailii.org/ew/cases/EWCA/Crim/2008/2361.html,0,ml
"Partridge Farms Ltd, R (on the application of) v Secretary of State for Environment, Food & Rural Affairs [2008] EWHC 1645 (Admin) (14 July 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/1645.html,0,expert
X & Anor v London Borough of Hounslow [2008] EWHC 1168 (QB) (23 May 2008),2008,https://www.bailii.org/ew/cases/EWHC/QB/2008/1168.html,0,ml
Risk Management Partners Ltd v The London Borough of Brent [2008] EWHC 1094 (Admin) (16 May 2008),2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/1094.html,0,expert
Focus (DIY) Ltd v London Borough of Hillingdon [2008] EWHC 1152 (Admin) (09 May 2008),2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/1152.html,0,expert
"High Burrow Organic Farming Partnership, R (on the application of) v Secretary of State for the Department of the Environment, Food & Rural Affairs [2008] EWHC 953 (Admin) (16 April 2008)",2008,https://www.bailii.org/ew/cases/EWHC/Admin/2008/953.html,0,expert
Hanchett-Stamford v Attorney General & Ors [2008] EWHC 330 (Ch) (27 February 2008),2008,https://www.bailii.org/ew/cases/EWHC/Ch/2008/330.html,0,expert
C v W [2008] EWCA Civ 1459 (19 December 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/1459.html,0,expert
Ratiopharm GMBH v NAPP Pharmaceutical Holdings Ltd [2008] EWHC 3070 (Pat) (16 December 2008),2008,https://www.bailii.org/ew/cases/EWHC/Patents/2008/3070.html,0,ml
Re Council Regulation (EEC) No 1768/92 [2008] EWHC 1902 (Pat) (31 July 2008),2008,https://www.bailii.org/ew/cases/EWHC/Patents/2008/1902.html,0,ml
Actavis UK Ltd v Janssen Pharmaceutica NV [2008] EWHC 1422 (Pat) (30 June 2008),2008,https://www.bailii.org/ew/cases/EWHC/Patents/2008/1422.html,0,ml
Knorr-Bremse Systems for Commercial Vehicles Ltd v Haldex Brake Products GmbH [2008] EWHC 156 (Pat) (07 February 2008),2008,https://www.bailii.org/ew/cases/EWHC/Patents/2008/156.html,0,ml
Actavis UK Ltd v Merck & Co Inc [2008] EWCA Civ 444 (21 May 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/444.html,0,ml
Thorner v Major & Ors [2008] EWCA Civ 732 (02 July 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/732.html,0,ml
British Union for the Abolition of Vivisection v Home Office & Anor [2008] EWCA Civ 870 (30 July 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/870.html,0,ml
Eli Lilly & Company & Anor v 8pm Chemist Ltd [2008] EWCA Civ 24 (05 February 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/24.html,0,expert
Haase) R (on the application of) v Independent Adjudicator & Anor [2008] EWCA Civ 1089 (14 October 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/1089.html,0,ml
Devenish Nutrition Ltd v Sanofi-Aventis SA (France) & Ors (Rev 1) [2008] EWCA Civ 1086 (14 October 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/1086.html,0,ml
EB (Kosovo) v Secretary of State for the Home Department [2008] UKHL 41 (25 June 2008),2008,https://www.bailii.org/uk/cases/UKHL/2008/41.html,0,expert
EM (Lebanon)v Secretary of State For The Home Department [2008] UKHL 64 (22 October 2008),2008,https://www.bailii.org/uk/cases/UKHL/2008/64.html,0,expert
Freeman v Higher Park Farm [2008] EWCA Civ 1185 (30 October 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/1185.html,0,ml
Bedfordshire Police Authority v Constable & Ors [2008] EWHC 1375 (Comm) (20 June 2008),2008,https://www.bailii.org/ew/cases/EWHC/Comm/2008/1375.html,0,ml
Kamidian v Holt & Ors [2008] EWHC 1483 (Comm) (18 July 2008),2008,https://www.bailii.org/ew/cases/EWHC/Comm/2008/1483.html,0,ml
McKinlay v Nexia Smith & Williamson Audit Ltd [2008] EWHC 1963 (Ch) (18 July 2008),2008,https://www.bailii.org/ew/cases/EWHC/Ch/2008/1963.html,0,expert
Aehmed v Afzal & Anor [2008] EWHC B5 (QB) (02 April 2008),2008,https://www.bailii.org/ew/cases/EWHC/QB/2008/B5.html,0,expert
Sava v SS Global Ltd & Ors [2008] EWCA Civ 1308 (25 November 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/1308.html,0,expert
Wragg & Ors v Surrey County Council [2008] EWCA Civ 19 (01 February 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/19.html,0,expert
Birmingham City Council v Shafi & Anor [2008] EWCA Civ 1186 (30 October 2008),2008,https://www.bailii.org/ew/cases/EWCA/Civ/2008/1186.html,0,ml
Novartis Pharmaceuticals UK Ltd & Ors v Stop Huntingdon Animal Cruelty ('SHAC') & Ors [2009] EWHC 2716 (QB) (30 October 2009),2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/2716.html,0,ml
Barclays Bank Plc v Guardian News Media Ltd [2009] EWHC 591 (QB) (19 March 2009),2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/591.html,0,ml
Merseyside Police Authority v Police Medical Appeal Board & Ors [2009] EWHC 88 (Admin) (23 January 2009),2009,https://www.bailii.org/ew/cases/EWHC/Admin/2009/88.html,0,ml
Serious Organised Crime Agency v Gale & Ors [2009] EWHC 1015 (QB) (12 May 2009),2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/1015.html,0,ml
"Smithkline Beecham Plc & Ors v Avery & Ors (Representing Stop Huntingdon Cruelty (""Shac"") [2009] EWHC 1488 (QB) (26 June 2009)",2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/1488.html,0,ml
Dr Reddy's Laboratories (UK) Ltd v Eli Lilly & Company Ltd [2009] EWCA Civ 1362 (18 December 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/1362.html,0,expert
D. Pride & Partners (a firm) & Ors v Institute for Animal Health & Ors [2009] EWHC 685 (QB) (31 March 2009),2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/685.html,0,ml
Serious Organised Crime Agency v Pelekanos [2009] EWHC 2307 (QB) (02 October 2009),2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/2307.html,0,ml
Bedfordshire Police Authority v Constable [2009] EWCA Civ 64 (12 February 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/64.html,0,ml
Ecclestone v Telegraph Media Group Ltd [2009] EWHC 2779 (QB) (06 November 2009),2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/2779.html,0,ml
"Bayer Cropscience Ltd & Anor v Stop Huntingdon Cruelty (""SHAC"") & Ors [2009] EWHC 3289 (QB) (22 December 2009)",2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/3289.html,0,ml
Harrison v Secretary of State for Communities and Local Government & Anor [2009] EWHC 3382 (Admin) (16 December 2009),2009,https://www.bailii.org/ew/cases/EWHC/Admin/2009/3382.html,0,ml
Wallis v Bristol Water Plc [2009] EWHC 3432 (Admin) (10 December 2009),2009,https://www.bailii.org/ew/cases/EWHC/Admin/2009/3432.html,0,ml
RSPCA v Johnson [2009] EWHC 2702 (Admin) (16 October 2009),2009,https://www.bailii.org/ew/cases/EWHC/Admin/2009/2702.html,0,ml
"Lunt, R (on the application of) v Liverpool City Council & Anor [2009] EWHC 2356 (Admin) (31 July 2009)",2009,https://www.bailii.org/ew/cases/EWHC/Admin/2009/2356.html,0,ml
"Harrison, R (on the application of) v Secretary of State for Health & Ors [2009] EWHC 574 (Admin) (23 March 2009)",2009,https://www.bailii.org/ew/cases/EWHC/Admin/2009/574.html,0,ml
"Haywood & Ors, R v [2009] EWCA Crim 69 (21 January 2009)",2009,https://www.bailii.org/ew/cases/EWCA/Crim/2009/69.html,0,expert
Johnston v Chief Constable of Merseyside Police [2009] EWHC 2969 (QB) (20 November 2009),2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/2969.html,0,ml
Slack & Ors v Cumbria County Council & Anor [2009] EWCA Civ 293 (03 April 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/293.html,0,ml
Global Process Systems Inc & Anr v Syarikat Takaful Malaysia Berhad [2009] EWCA Civ 1398 (17 December 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/1398.html,0,ml
"Secretary of State for Environment, Food, and Rural Affairs v Meier & Ors [2009] UKSC 11 (01 December 2009)",2009,https://www.bailii.org/uk/cases/UKSC/2009/11.html,0,ml
Director of Public Prosecutions v Wright [2009] EWHC 105 (Admin) (04 February 2009),2009,https://www.bailii.org/ew/cases/EWHC/Admin/2009/105.html,1,ml
Lucasfilm Ltd & Ors v Ainsworth & Anor [2009] EWCA Civ 1328 (16 December 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/1328.html,0,expert
BCL Old Co Ltd & Ors v BASF SE & Anor [2009] EWCA Civ 434 (22 May 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/434.html,0,expert
Rambharose v. Bovell (Trinidad & Tobago) [2009] UKPC 6 (24 February 2009),2009,https://www.bailii.org/uk/cases/UKPC/2009/6.html,0,ml
Whippey v Jones [2009] EWCA Civ 452 (08 April 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/452.html,0,expert
Hall v Moore & Anor [2009] EWCA Civ 201 (18 March 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/201.html,0,expert
Azaz v Denton & Anor [2009] EWHC 1759 (QB) (21 July 2009),2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/1759.html,0,ml
Scopelight Ltd & Ors v Chief of Police for Northumbria & Anor [2009] EWCA Civ 1156 (05 November 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/1156.html,0,ml
Perpetual Trustee Company Ltd & Anor v BNY Corporate Trustee Services Ltd & Ors [2009] EWCA Civ 1160 (06 November 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/1160.html,0,ml
D Pride & Partners v Institute for Animal Health & Ors [2009] EWHC 1617 (QB) (08 July 2009),2009,https://www.bailii.org/ew/cases/EWHC/QB/2009/1617.html,0,expert
Stephenson v Cookson [2009] EWCA Civ 1270 (03 November 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/1270.html,0,ml
Generics (UK) Ltd v Daiichi Pharmaceutical Co Ltd & Anor [2009] EWCA Civ 646 (02 July 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/646.html,0,ml
Actavis UK Ltd v Novartis AG [2009] EWHC 41 (Ch) (16 January 2009),2009,https://www.bailii.org/ew/cases/EWHC/Patents/2009/41.html,0,expert
Laboratorios Almirall SA v Boehringer Ingelheim International GmbH [2009] EWHC 102 (Pat) (23 January 2009),2009,https://www.bailii.org/ew/cases/EWHC/Patents/2009/102.html,0,expert
Vodafone 2 v HM Revenue & Customs [2009] EWCA Civ 446 (22 May 2009),2009,https://www.bailii.org/ew/cases/EWCA/Civ/2009/446.html,0,ml
London Borough Council v K & Ors [2009] EWHC 850 (Fam) (12 April 2010),2009,https://www.bailii.org/ew/cases/EWHC/Fam/2010/850.html,0,ml
